Date,Group,Female ID,Female state next day,Male change ,Conception period
1/1/06,Gs,Adel,Inactive,No change,No
1/1/06,Gs,Agnes,Inactive,No change,No
1/1/06,Gs,Angle,Inactive,No change,No
1/1/06,Gs,AnnG,Inactive,No change,No
1/1/06,Gs,Bali,Inactive,No change,No
1/1/06,Gs,Bb,Inactive,No change,No
1/1/06,Gs,Ci,Inactive,No change,No
1/1/06,Gs,Dina,Inactive,No change,No
1/1/06,Gs,Flat,Inactive,No change,No
1/1/06,Gs,Gigi,Inactive,No change,No
1/1/06,Gs,Jig,Inactive,No change,No
1/1/06,Gs,Juni,Inactive,No change,No
1/1/06,Gs,Lily,Inactive,No change,No
1/1/06,Gs,Loli,Inactive,No change,No
1/1/06,Gs,Lond,Inactive,No change,No
1/1/06,Gs,Lucy,Inactive,No change,No
1/1/06,Gs,NS,Inactive,No change,No
1/1/06,Gs,OO7,Inactive,No change,No
1/1/06,Gs,Plum,Inactive,No change,No
1/1/06,Gs,Pody,Inactive,No change,No
1/1/06,Gs,Puzz,Inactive,No change,No
1/1/06,Gs,Spin,Inactive,No change,No
1/1/06,Twn,Ambe,Active,Increase,No
1/1/06,Twn,Anni,Inactive,Increase,No
1/1/06,Twn,Diam,Inactive,Increase,No
1/1/06,Twn,Didg,Inactive,Increase,No
1/1/06,Twn,Kitt,Inactive,Increase,No
1/1/06,Twn,Peta,Inactive,Increase,No
1/1/06,Twn,Swee,Inactive,Increase,No
1/1/06,Tws,Arro,Inactive,Increase,No
1/1/06,Tws,Arte,Inactive,Increase,No
1/1/06,Tws,Bif,Inactive,Increase,No
1/1/06,Tws,Bil,Inactive,Increase,No
1/1/06,Tws,Blaz,Inactive,Increase,No
1/1/06,Tws,Bonn,Inactive,Increase,No
1/1/06,Tws,Bow,Inactive,Increase,No
1/1/06,Tws,Dixi,Inactive,Increase,No
1/1/06,Tws,Elle,Inactive,Increase,No
1/1/06,Tws,Flet,Inactive,Increase,No
1/1/06,Tws,Gaun,Inactive,Increase,No
1/1/06,Tws,KK,Inactive,Increase,No
1/1/06,Tws,Pans,Inactive,Increase,No
1/1/06,Tws,Quan,Inactive,Increase,No
1/1/06,Tws,Sauc,Inactive,Increase,No
1/1/06,Tws,Trim,Inactive,Increase,No
1/1/06,Tws,Twin,Inactive,Increase,No
1/2/06,Gn,DJ,Inactive,No change,No
1/2/06,Gn,Daff,Inactive,No change,No
1/2/06,Gn,Derb,Inactive,No change,No
1/2/06,Gn,Ding,Inactive,No change,No
1/2/06,Gn,Mixu,Active,No change,No
1/2/06,Gn,Pinc,Inactive,No change,No
1/2/06,Gn,Prin,Inactive,No change,No
1/2/06,Gn,Ratc,Inactive,No change,No
1/2/06,Gn,Spik,Inactive,No change,No
1/2/06,Gn,Spla,Inactive,No change,No
1/2/06,Gn,Tang,Inactive,No change,No
1/2/06,Gn,Tap,Inactive,No change,No
1/2/06,Gn,Wag,Inactive,No change,No
1/2/06,Gn,Wren,Inactive,No change,No
1/8/06,Gs,Adel,Inactive,No change,No
1/8/06,Gs,Agnes,Inactive,No change,No
1/8/06,Gs,Angle,Inactive,No change,No
1/8/06,Gs,AnnG,Inactive,No change,No
1/8/06,Gs,Bali,Inactive,No change,No
1/8/06,Gs,Bb,Inactive,No change,No
1/8/06,Gs,Ci,Inactive,No change,No
1/8/06,Gs,Dina,Inactive,No change,No
1/8/06,Gs,Flat,Inactive,No change,No
1/8/06,Gs,Gigi,Inactive,No change,No
1/8/06,Gs,Jig,Inactive,No change,No
1/8/06,Gs,Juni,Inactive,No change,No
1/8/06,Gs,Lily,Inactive,No change,No
1/8/06,Gs,Loli,Inactive,No change,No
1/8/06,Gs,Lond,Inactive,No change,No
1/8/06,Gs,Lucy,Inactive,No change,No
1/8/06,Gs,NS,Inactive,No change,No
1/8/06,Gs,OO7,Inactive,No change,No
1/8/06,Gs,Plum,Inactive,No change,No
1/8/06,Gs,Pody,Inactive,No change,No
1/8/06,Gs,Puzz,Inactive,No change,No
1/8/06,Gs,Soft,Inactive,No change,No
1/8/06,Gs,Spin,Inactive,No change,No
1/8/06,Twn,Ambe,Inactive,Decrease,No
1/8/06,Twn,Anni,Inactive,Decrease,No
1/8/06,Twn,Diam,Inactive,Decrease,No
1/8/06,Twn,Kipp,Inactive,Decrease,No
1/8/06,Twn,Kitt,Inactive,Decrease,No
1/8/06,Twn,Peta,Inactive,Decrease,No
1/10/06,Tws,Arro,Inactive,No change,No
1/10/06,Tws,Arte,Inactive,No change,No
1/10/06,Tws,Bif,Inactive,No change,No
1/10/06,Tws,Bil,Inactive,No change,No
1/10/06,Tws,Blaz,Inactive,No change,No
1/10/06,Tws,Bonn,Inactive,No change,No
1/10/06,Tws,Bow,Inactive,No change,No
1/10/06,Tws,Dixi,Inactive,No change,No
1/10/06,Tws,Elle,Inactive,No change,No
1/10/06,Tws,Flet,Inactive,No change,No
1/10/06,Tws,Gaun,Inactive,No change,No
1/10/06,Tws,KK,Inactive,No change,No
1/10/06,Tws,Kamb,Inactive,No change,No
1/10/06,Tws,Kami,Inactive,No change,No
1/10/06,Tws,Pans,Inactive,No change,No
1/10/06,Tws,Quan,Inactive,No change,No
1/10/06,Tws,Sauc,Inactive,No change,No
1/10/06,Tws,Trim,Inactive,No change,No
1/10/06,Tws,Twin,Inactive,No change,No
1/11/06,Gn,DJ,Inactive,No change,No
1/11/06,Gn,Daff,Inactive,No change,No
1/11/06,Gn,Derb,Inactive,No change,No
1/11/06,Gn,Ding,Inactive,No change,No
1/11/06,Gn,Mixu,Inactive,No change,No
1/11/06,Gn,Pinc,Inactive,No change,No
1/11/06,Gn,Prin,Inactive,No change,No
1/11/06,Gn,Ratc,Inactive,No change,No
1/11/06,Gn,Spik,Inactive,No change,No
1/11/06,Gn,Spla,Inactive,No change,No
1/11/06,Gn,Tang,Inactive,No change,No
1/11/06,Gn,Tap,Inactive,No change,No
1/11/06,Gn,Wag,Inactive,No change,No
1/11/06,Gn,Wren,Inactive,No change,No
1/15/06,Gs,Adel,Inactive,No change,No
1/15/06,Gs,Agnes,Inactive,No change,No
1/15/06,Gs,Angle,Inactive,No change,No
1/15/06,Gs,AnnG,Inactive,No change,No
1/15/06,Gs,Bali,Inactive,No change,No
1/15/06,Gs,Bb,Inactive,No change,No
1/15/06,Gs,Ci,Inactive,No change,No
1/15/06,Gs,Dina,Inactive,No change,No
1/15/06,Gs,Flat,Inactive,No change,No
1/15/06,Gs,Gigi,Inactive,No change,No
1/15/06,Gs,Jig,Inactive,No change,No
1/15/06,Gs,Juni,Inactive,No change,No
1/15/06,Gs,Lily,Active,No change,No
1/15/06,Gs,Loli,Inactive,No change,No
1/15/06,Gs,Lond,Inactive,No change,No
1/15/06,Gs,Lucy,Inactive,No change,No
1/15/06,Gs,NS,Inactive,No change,No
1/15/06,Gs,OO7,Inactive,No change,No
1/15/06,Gs,Plum,Inactive,No change,No
1/15/06,Gs,Pody,Inactive,No change,No
1/15/06,Gs,Puzz,Inactive,No change,No
1/15/06,Gs,Soft,Inactive,No change,No
1/15/06,Gs,Spin,Inactive,No change,No
1/15/06,Twn,Ambe,Inactive,Increase,No
1/15/06,Twn,Anni,Inactive,Increase,No
1/15/06,Twn,Diam,Inactive,Increase,No
1/15/06,Twn,Didg,Inactive,Increase,No
1/15/06,Twn,Kipp,Inactive,Increase,No
1/15/06,Twn,Kitt,Inactive,Increase,No
1/15/06,Twn,Swee,Inactive,Increase,No
1/17/06,Tws,Arro,Inactive,Increase,No
1/17/06,Tws,Arte,Inactive,Increase,No
1/17/06,Tws,Bif,Inactive,Increase,No
1/17/06,Tws,Bil,Inactive,Increase,No
1/17/06,Tws,Blaz,Inactive,Increase,No
1/17/06,Tws,Bonn,Inactive,Increase,No
1/17/06,Tws,Bow,Inactive,Increase,No
1/17/06,Tws,Dixi,Inactive,Increase,No
1/17/06,Tws,Elle,Inactive,Increase,No
1/17/06,Tws,Flet,Inactive,Increase,No
1/17/06,Tws,Gaun,Inactive,Increase,No
1/17/06,Tws,KK,Inactive,Increase,No
1/17/06,Tws,Kamb,Active,Increase,No
1/17/06,Tws,Kami,Inactive,Increase,No
1/17/06,Tws,Pans,Inactive,Increase,No
1/17/06,Tws,Quan,Inactive,Increase,No
1/17/06,Tws,Sauc,Inactive,Increase,No
1/17/06,Tws,Trim,Inactive,Increase,No
1/17/06,Tws,Twin,Active,Increase,No
1/18/06,Gn,DJ,Inactive,No change,No
1/18/06,Gn,Daff,Inactive,No change,No
1/18/06,Gn,Derb,Active,No change,No
1/18/06,Gn,Ding,Inactive,No change,No
1/18/06,Gn,Mixu,Inactive,No change,No
1/18/06,Gn,Pinc,Inactive,No change,No
1/18/06,Gn,Prin,Inactive,No change,No
1/18/06,Gn,Ratc,Inactive,No change,No
1/18/06,Gn,Spik,Inactive,No change,No
1/18/06,Gn,Spla,Inactive,No change,No
1/18/06,Gn,Tang,Inactive,No change,No
1/18/06,Gn,Tap,Active,No change,No
1/18/06,Gn,Wag,Inactive,No change,No
1/18/06,Gn,Wren,Inactive,No change,No
1/22/06,Gs,Adel,Inactive,No change,No
1/22/06,Gs,Agnes,Inactive,No change,No
1/22/06,Gs,Angle,Inactive,No change,No
1/22/06,Gs,AnnG,Inactive,No change,No
1/22/06,Gs,Bali,Inactive,No change,No
1/22/06,Gs,Bb,Inactive,No change,No
1/22/06,Gs,Ci,Inactive,No change,No
1/22/06,Gs,Dina,Inactive,No change,No
1/22/06,Gs,Flat,Inactive,No change,No
1/22/06,Gs,Gigi,Inactive,No change,No
1/22/06,Gs,Jig,Inactive,No change,No
1/22/06,Gs,Juni,Inactive,No change,No
1/22/06,Gs,Lily,Inactive,No change,No
1/22/06,Gs,Loli,Inactive,No change,No
1/22/06,Gs,Lond,Inactive,No change,No
1/22/06,Gs,Lucy,Inactive,No change,No
1/22/06,Gs,NS,Inactive,No change,No
1/22/06,Gs,OO7,Inactive,No change,No
1/22/06,Gs,Plum,Inactive,No change,No
1/22/06,Gs,Pody,Inactive,No change,No
1/22/06,Gs,Puzz,Inactive,No change,No
1/22/06,Gs,Soft,Inactive,No change,No
1/22/06,Gs,Spin,Inactive,No change,No
1/22/06,Twn,Ambe,Inactive,Decrease,No
1/22/06,Twn,Anni,Inactive,Decrease,No
1/22/06,Twn,Diam,Inactive,Decrease,No
1/22/06,Twn,Kipp,Inactive,Decrease,No
1/22/06,Twn,Kitt,Inactive,Decrease,No
1/22/06,Twn,Peta,Inactive,Decrease,No
1/22/06,Twn,Swee,Inactive,Decrease,No
1/25/06,Gn,DJ,Inactive,No change,No
1/25/06,Gn,Derb,Inactive,No change,No
1/25/06,Gn,Desd,Inactive,No change,No
1/25/06,Gn,Ding,Inactive,No change,No
1/25/06,Gn,Mixu,Inactive,No change,No
1/25/06,Gn,Pinc,Inactive,No change,No
1/25/06,Gn,Prin,Inactive,No change,No
1/25/06,Gn,Ratc,Inactive,No change,No
1/25/06,Gn,Spik,Inactive,No change,No
1/25/06,Gn,Spla,Inactive,No change,No
1/25/06,Gn,Tang,Inactive,No change,No
1/25/06,Gn,Tap,Inactive,No change,No
1/25/06,Gn,Wag,Inactive,No change,No
1/25/06,Gn,Wren,Inactive,No change,No
1/29/06,Twn,Ambe,Inactive,Increase,No
1/29/06,Twn,Anni,Inactive,Increase,No
1/29/06,Twn,Diam,Inactive,Increase,No
1/29/06,Twn,Didg,Inactive,Increase,No
1/29/06,Twn,Kipp,Inactive,Increase,No
1/29/06,Twn,Kitt,Inactive,Increase,No
1/29/06,Twn,Peta,Inactive,Increase,No
1/29/06,Twn,Swee,Inactive,Increase,No
1/30/06,Gs,Adel,Inactive,No change,No
1/30/06,Gs,Agnes,Inactive,No change,No
1/30/06,Gs,Angle,Inactive,No change,No
1/30/06,Gs,AnnG,Inactive,No change,No
1/30/06,Gs,Bali,Inactive,No change,No
1/30/06,Gs,Bb,Inactive,No change,No
1/30/06,Gs,Ci,Inactive,No change,No
1/30/06,Gs,Dina,Inactive,No change,No
1/30/06,Gs,Flat,Inactive,No change,No
1/30/06,Gs,Jig,Active,No change,No
1/30/06,Gs,Juni,Inactive,No change,No
1/30/06,Gs,Lily,Inactive,No change,No
1/30/06,Gs,Loli,Inactive,No change,No
1/30/06,Gs,Lond,Inactive,No change,No
1/30/06,Gs,Lucy,Active,No change,No
1/30/06,Gs,NS,Inactive,No change,No
1/30/06,Gs,OO7,Inactive,No change,No
1/30/06,Gs,Plum,Inactive,No change,No
1/30/06,Gs,Pody,Inactive,No change,No
1/30/06,Gs,Puzz,Inactive,No change,No
1/30/06,Gs,Soft,Inactive,No change,No
1/30/06,Gs,Spin,Inactive,No change,No
2/1/06,Gn,DJ,Inactive,No change,No
2/1/06,Gn,Daff,Inactive,No change,No
2/1/06,Gn,Derb,Inactive,No change,No
2/1/06,Gn,Desd,Inactive,No change,No
2/1/06,Gn,Ding,Inactive,No change,No
2/1/06,Gn,Mixu,Inactive,No change,No
2/1/06,Gn,Pinc,Inactive,No change,No
2/1/06,Gn,Prin,Inactive,No change,No
2/1/06,Gn,Ratc,Inactive,No change,No
2/1/06,Gn,Spik,Inactive,No change,No
2/1/06,Gn,Spla,Inactive,No change,No
2/1/06,Gn,Tang,Inactive,No change,No
2/1/06,Gn,Tap,Inactive,No change,No
2/1/06,Gn,Wag,Inactive,No change,No
2/1/06,Gn,Wren,Inactive,No change,No
2/5/06,Twn,Ambe,Inactive,Increase,No
2/5/06,Twn,Diam,Inactive,Increase,No
2/5/06,Twn,Didg,Inactive,Increase,No
2/5/06,Twn,Kipp,Inactive,Increase,No
2/5/06,Twn,Kitt,Inactive,Increase,No
2/5/06,Twn,Peta,Inactive,Increase,No
2/5/06,Twn,Swee,Inactive,Increase,No
2/7/06,Gs,Adel,Inactive,No change,No
2/7/06,Gs,Agnes,Inactive,No change,No
2/7/06,Gs,Angle,Inactive,No change,No
2/7/06,Gs,AnnG,Inactive,No change,No
2/7/06,Gs,Bali,Inactive,No change,No
2/7/06,Gs,Bb,Inactive,No change,No
2/7/06,Gs,Ci,Inactive,No change,No
2/7/06,Gs,Dina,Inactive,No change,No
2/7/06,Gs,Flat,Inactive,No change,No
2/7/06,Gs,Gigi,Inactive,No change,No
2/7/06,Gs,Jig,Inactive,No change,No
2/7/06,Gs,Juni,Inactive,No change,No
2/7/06,Gs,Lily,Inactive,No change,No
2/7/06,Gs,Loli,Inactive,No change,No
2/7/06,Gs,NS,Inactive,No change,No
2/7/06,Gs,OO7,Inactive,No change,No
2/7/06,Gs,Plum,Inactive,No change,No
2/7/06,Gs,Pody,Inactive,No change,No
2/7/06,Gs,Puzz,Inactive,No change,No
2/7/06,Gs,Soft,Inactive,No change,No
2/7/06,Gs,Spin,Inactive,No change,No
2/8/06,Tws,Arro,Inactive,No change,No
2/8/06,Tws,Arte,Inactive,No change,No
2/8/06,Tws,Bif,Inactive,No change,No
2/8/06,Tws,Bil,Inactive,No change,No
2/8/06,Tws,Blaz,Inactive,No change,No
2/8/06,Tws,Bonn,Inactive,No change,No
2/8/06,Tws,Bow,Inactive,No change,No
2/8/06,Tws,Dixi,Inactive,No change,No
2/8/06,Tws,Elle,Inactive,No change,No
2/8/06,Tws,Flet,Inactive,No change,No
2/8/06,Tws,Gaun,Inactive,No change,No
2/8/06,Tws,KK,Inactive,No change,No
2/8/06,Tws,Kamb,Inactive,No change,No
2/8/06,Tws,Kami,Inactive,No change,No
2/8/06,Tws,Pans,Inactive,No change,No
2/8/06,Tws,Quan,Inactive,No change,No
2/8/06,Tws,Sauc,Inactive,No change,No
2/8/06,Tws,Trim,Inactive,No change,No
2/8/06,Tws,Twin,Inactive,No change,No
2/14/06,Gs,Adel,Inactive,No change,No
2/14/06,Gs,Agnes,Inactive,No change,No
2/14/06,Gs,Angle,Inactive,No change,No
2/14/06,Gs,AnnG,Inactive,No change,No
2/14/06,Gs,Bali,Inactive,No change,No
2/14/06,Gs,Bb,Inactive,No change,No
2/14/06,Gs,Ci,Inactive,No change,No
2/14/06,Gs,Dina,Inactive,No change,No
2/14/06,Gs,Flat,Inactive,No change,No
2/14/06,Gs,Gigi,Inactive,No change,No
2/14/06,Gs,Jig,Inactive,No change,No
2/14/06,Gs,Juni,Inactive,No change,No
2/14/06,Gs,Lily,Inactive,No change,No
2/14/06,Gs,Loli,Inactive,No change,No
2/14/06,Gs,Lucy,Inactive,No change,No
2/14/06,Gs,NS,Inactive,No change,No
2/14/06,Gs,OO7,Inactive,No change,No
2/14/06,Gs,Plum,Inactive,No change,No
2/14/06,Gs,Pody,Inactive,No change,No
2/14/06,Gs,Puzz,Inactive,No change,No
2/14/06,Gs,Soft,Inactive,No change,No
2/14/06,Gs,Spin,Inactive,No change,No
2/14/06,Twn,Ambe,Inactive,Increase,No
2/14/06,Twn,Anni,Inactive,Increase,No
2/14/06,Twn,Diam,Inactive,Increase,No
2/14/06,Twn,Didg,Inactive,Increase,No
2/14/06,Twn,Kipp,Inactive,Increase,No
2/14/06,Twn,Kitt,Inactive,Increase,No
2/14/06,Twn,Peta,Inactive,Increase,No
2/14/06,Twn,Swee,Inactive,Increase,No
2/16/06,Tws,Arro,Inactive,No change,No
2/16/06,Tws,Arte,Inactive,No change,No
2/16/06,Tws,Bif,Inactive,No change,No
2/16/06,Tws,Bil,Inactive,No change,No
2/16/06,Tws,Blaz,Inactive,No change,No
2/16/06,Tws,Bonn,Inactive,No change,No
2/16/06,Tws,Bow,Inactive,No change,No
2/16/06,Tws,Dixi,Inactive,No change,No
2/16/06,Tws,Elle,Inactive,No change,No
2/16/06,Tws,Flet,Inactive,No change,No
2/16/06,Tws,Gaun,Inactive,No change,No
2/16/06,Tws,KK,Inactive,No change,No
2/16/06,Tws,Kamb,Inactive,No change,No
2/16/06,Tws,Kami,Inactive,No change,No
2/16/06,Tws,Pans,Inactive,No change,No
2/16/06,Tws,Quan,Inactive,No change,No
2/16/06,Tws,Sauc,Inactive,No change,No
2/16/06,Tws,Trim,Inactive,No change,No
2/16/06,Tws,Twin,Inactive,No change,No
2/20/06,Gn,DJ,Inactive,No change,No
2/20/06,Gn,Daff,Inactive,No change,No
2/20/06,Gn,Derb,Inactive,No change,No
2/20/06,Gn,Desd,Inactive,No change,No
2/20/06,Gn,Ding,Inactive,No change,No
2/20/06,Gn,Mixu,Inactive,No change,No
2/20/06,Gn,Pinc,Inactive,No change,No
2/20/06,Gn,Prin,Inactive,No change,No
2/20/06,Gn,Ratc,Inactive,No change,No
2/20/06,Gn,Spik,Inactive,No change,No
2/20/06,Gn,Spla,Inactive,No change,No
2/20/06,Gn,Tang,Inactive,No change,No
2/20/06,Gn,Tap,Inactive,No change,No
2/20/06,Gn,Wag,Inactive,No change,No
2/20/06,Gn,Wren,Inactive,No change,No
2/21/06,Gs,Adel,Inactive,No change,No
2/21/06,Gs,Agnes,Inactive,No change,No
2/21/06,Gs,Angle,Inactive,No change,No
2/21/06,Gs,AnnG,Inactive,No change,No
2/21/06,Gs,Bali,Active,No change,No
2/21/06,Gs,Bb,Inactive,No change,No
2/21/06,Gs,Ci,Inactive,No change,No
2/21/06,Gs,Dina,Inactive,No change,No
2/21/06,Gs,Flat,Inactive,No change,No
2/21/06,Gs,Gigi,Inactive,No change,No
2/21/06,Gs,Jig,Inactive,No change,No
2/21/06,Gs,Juni,Inactive,No change,No
2/21/06,Gs,Lily,Inactive,No change,No
2/21/06,Gs,Loli,Inactive,No change,No
2/21/06,Gs,Lond,Inactive,No change,No
2/21/06,Gs,Lucy,Inactive,No change,No
2/21/06,Gs,NS,Inactive,No change,No
2/21/06,Gs,OO7,Inactive,No change,No
2/21/06,Gs,Plum,Inactive,No change,No
2/21/06,Gs,Puzz,Inactive,No change,No
2/21/06,Gs,Soft,Inactive,No change,No
2/21/06,Gs,Spin,Inactive,No change,No
2/21/06,Twn,Ambe,Inactive,Increase,No
2/21/06,Twn,Anni,Inactive,Increase,No
2/21/06,Twn,Diam,Inactive,Increase,No
2/21/06,Twn,Didg,Inactive,Increase,No
2/21/06,Twn,Kipp,Inactive,Increase,No
2/21/06,Twn,Kitt,Inactive,Increase,No
2/21/06,Twn,Peta,Inactive,Increase,No
2/21/06,Twn,Swee,Inactive,Increase,No
2/25/06,Tws,Arro,Inactive,No change,No
2/25/06,Tws,Arte,Inactive,No change,No
2/25/06,Tws,Bif,Inactive,No change,No
2/25/06,Tws,Bil,Inactive,No change,No
2/25/06,Tws,Blaz,Inactive,No change,No
2/25/06,Tws,Bonn,Inactive,No change,No
2/25/06,Tws,Bow,Inactive,No change,No
2/25/06,Tws,Dixi,Inactive,No change,No
2/25/06,Tws,Elle,Inactive,No change,No
2/25/06,Tws,Flet,Inactive,No change,No
2/25/06,Tws,Gaun,Inactive,No change,No
2/25/06,Tws,KK,Inactive,No change,No
2/25/06,Tws,Kamb,Inactive,No change,No
2/25/06,Tws,Kami,Inactive,No change,No
2/25/06,Tws,Pans,Inactive,No change,No
2/25/06,Tws,Quan,Inactive,No change,No
2/25/06,Tws,Sauc,Inactive,No change,No
2/25/06,Tws,Trim,Inactive,No change,No
2/25/06,Tws,Twin,Inactive,No change,No
2/27/06,Gn,DJ,Inactive,No change,No
2/27/06,Gn,Daff,Inactive,No change,No
2/27/06,Gn,Derb,Inactive,No change,No
2/27/06,Gn,Desd,Inactive,No change,No
2/27/06,Gn,Ding,Inactive,No change,No
2/27/06,Gn,Mixu,Inactive,No change,No
2/27/06,Gn,Pinc,Inactive,No change,No
2/27/06,Gn,Prin,Inactive,No change,No
2/27/06,Gn,Ratc,Inactive,No change,No
2/27/06,Gn,Spik,Inactive,No change,No
2/27/06,Gn,Spla,Inactive,No change,No
2/27/06,Gn,Tang,Inactive,No change,No
2/27/06,Gn,Tap,Inactive,No change,No
2/27/06,Gn,Wag,Inactive,No change,No
2/27/06,Gn,Wren,Inactive,No change,No
2/28/06,Gs,Adel,Inactive,No change,No
2/28/06,Gs,Agnes,Inactive,No change,No
2/28/06,Gs,Angle,Inactive,No change,No
2/28/06,Gs,AnnG,Inactive,No change,No
2/28/06,Gs,Bali,Inactive,No change,No
2/28/06,Gs,Bb,Inactive,No change,No
2/28/06,Gs,Ci,Inactive,No change,No
2/28/06,Gs,Dina,Inactive,No change,No
2/28/06,Gs,Flat,Inactive,No change,No
2/28/06,Gs,Gigi,Inactive,No change,No
2/28/06,Gs,Jig,Inactive,No change,No
2/28/06,Gs,Juni,Inactive,No change,No
2/28/06,Gs,Lily,Inactive,No change,No
2/28/06,Gs,Loli,Inactive,No change,No
2/28/06,Gs,Lond,Inactive,No change,No
2/28/06,Gs,Lucy,Inactive,No change,No
2/28/06,Gs,NS,Inactive,No change,No
2/28/06,Gs,OO7,Inactive,No change,No
2/28/06,Gs,Plum,Inactive,No change,No
2/28/06,Gs,Pody,Inactive,No change,No
2/28/06,Gs,Puzz,Inactive,No change,No
2/28/06,Gs,Soft,Inactive,No change,No
2/28/06,Gs,Spin,Inactive,No change,No
2/28/06,Twn,Ambe,Inactive,No change,No
2/28/06,Twn,Anni,Inactive,No change,No
2/28/06,Twn,Diam,Inactive,No change,No
2/28/06,Twn,Didg,Inactive,No change,No
2/28/06,Twn,Kipp,Inactive,No change,No
2/28/06,Twn,Kitt,Inactive,No change,No
2/28/06,Twn,Peta,Inactive,No change,No
2/28/06,Twn,Swee,Inactive,No change,No
3/4/06,Tws,Arro,Inactive,No change,No
3/4/06,Tws,Arte,Inactive,No change,No
3/4/06,Tws,Bif,Inactive,No change,No
3/4/06,Tws,Bil,Inactive,No change,No
3/4/06,Tws,Blaz,Inactive,No change,No
3/4/06,Tws,Bonn,Inactive,No change,No
3/4/06,Tws,Bow,Inactive,No change,No
3/4/06,Tws,Dixi,Inactive,No change,No
3/4/06,Tws,Elle,Inactive,No change,No
3/4/06,Tws,Flet,Inactive,No change,No
3/4/06,Tws,Gaun,Inactive,No change,No
3/4/06,Tws,KK,Inactive,No change,No
3/4/06,Tws,Kamb,Inactive,No change,No
3/4/06,Tws,Kami,Inactive,No change,No
3/4/06,Tws,Pans,Inactive,No change,No
3/4/06,Tws,Quan,Inactive,No change,No
3/4/06,Tws,Sauc,Inactive,No change,No
3/4/06,Tws,Trim,Inactive,No change,No
3/4/06,Tws,Twin,Inactive,No change,No
3/6/06,Gn,DJ,Inactive,No change,No
3/6/06,Gn,Daff,Inactive,No change,No
3/6/06,Gn,Derb,Inactive,No change,No
3/6/06,Gn,Desd,Inactive,No change,No
3/6/06,Gn,Ding,Inactive,No change,No
3/6/06,Gn,Mixu,Inactive,No change,No
3/6/06,Gn,Pinc,Inactive,No change,No
3/6/06,Gn,Prin,Inactive,No change,No
3/6/06,Gn,Ratc,Inactive,No change,No
3/6/06,Gn,Spik,Inactive,No change,No
3/6/06,Gn,Spla,Inactive,No change,No
3/6/06,Gn,Tang,Inactive,No change,No
3/6/06,Gn,Tap,Inactive,No change,No
3/6/06,Gn,Wag,Inactive,No change,No
3/6/06,Gn,Wren,Inactive,No change,No
3/7/06,Gs,Adel,Inactive,No change,No
3/7/06,Gs,Agnes,Inactive,No change,No
3/7/06,Gs,Angle,Inactive,No change,No
3/7/06,Gs,AnnG,Inactive,No change,No
3/7/06,Gs,Bali,Inactive,No change,No
3/7/06,Gs,Bb,Inactive,No change,No
3/7/06,Gs,Ci,Inactive,No change,No
3/7/06,Gs,Dina,Inactive,No change,No
3/7/06,Gs,Flat,Inactive,No change,No
3/7/06,Gs,Gigi,Active,No change,No
3/7/06,Gs,Jig,Inactive,No change,No
3/7/06,Gs,Juni,Inactive,No change,No
3/7/06,Gs,Lily,Inactive,No change,No
3/7/06,Gs,Loli,Inactive,No change,No
3/7/06,Gs,Lond,Inactive,No change,No
3/7/06,Gs,Lucy,Inactive,No change,No
3/7/06,Gs,NS,Inactive,No change,No
3/7/06,Gs,OO7,Inactive,No change,No
3/7/06,Gs,Plum,Inactive,No change,No
3/7/06,Gs,Pody,Inactive,No change,No
3/7/06,Gs,Puzz,Inactive,No change,No
3/7/06,Gs,Soft,Inactive,No change,No
3/7/06,Gs,Spin,Inactive,No change,No
3/7/06,Twn,Ambe,Inactive,Increase,No
3/7/06,Twn,Anni,Inactive,Increase,No
3/7/06,Twn,Diam,Inactive,Increase,No
3/7/06,Twn,Didg,Inactive,Increase,No
3/7/06,Twn,Kipp,Inactive,Increase,No
3/7/06,Twn,Kitt,Inactive,Increase,No
3/7/06,Twn,Peta,Inactive,Increase,No
3/7/06,Twn,Swee,Inactive,Increase,No
3/13/06,Gn,DJ,Inactive,No change,No
3/13/06,Gn,Daff,Inactive,No change,No
3/13/06,Gn,Derb,Inactive,No change,No
3/13/06,Gn,Desd,Inactive,No change,No
3/13/06,Gn,Ding,Inactive,No change,No
3/13/06,Gn,Mixu,Inactive,No change,No
3/13/06,Gn,Pinc,Inactive,No change,No
3/13/06,Gn,Prin,Inactive,No change,No
3/13/06,Gn,Ratc,Inactive,No change,No
3/13/06,Gn,Spik,Inactive,No change,No
3/13/06,Gn,Spla,Inactive,No change,No
3/13/06,Gn,Tang,Inactive,No change,No
3/13/06,Gn,Tap,Inactive,No change,No
3/13/06,Gn,Wag,Inactive,No change,No
3/13/06,Gn,Wren,Inactive,No change,No
3/13/06,Tws,Arro,Inactive,Decrease,No
3/13/06,Tws,Arte,Inactive,Decrease,No
3/13/06,Tws,Bif,Inactive,Decrease,No
3/13/06,Tws,Bil,Inactive,Decrease,No
3/13/06,Tws,Blaz,Inactive,Decrease,No
3/13/06,Tws,Bonn,Inactive,Decrease,No
3/13/06,Tws,Bow,Inactive,Decrease,No
3/13/06,Tws,Dixi,Inactive,Decrease,No
3/13/06,Tws,Elle,Inactive,Decrease,No
3/13/06,Tws,Flet,Inactive,Decrease,No
3/13/06,Tws,Gaun,Inactive,Decrease,No
