Date,Group,Female ID,Female state next day,Male change ,Conception period
2/17/12,Gsaa,Angel,Inactive,No change,No
2/17/12,Gsaa,Ci,Inactive,No change,No
2/17/12,Gsaa,Crab,Inactive,No change,No
2/17/12,Gsaa,Cybi,Inactive,No change,No
2/17/12,Gsaa,Dina,Inactive,No change,No
2/17/12,Gsaa,Jig,Inactive,No change,No
2/17/12,Gsaa,Jua2,Inactive,No change,No
2/17/12,Gsaa,Lala,Inactive,No change,No
2/17/12,Gsaa,Mush,Inactive,No change,No
2/17/12,Gsaa,OO7,Inactive,No change,No
2/18/12,Tws,Ardm,Inactive,No change,No
2/18/12,Tws,Arte,Inactive,No change,No
2/18/12,Tws,Bans,Inactive,No change,No
2/18/12,Tws,Bens,Inactive,No change,No
2/18/12,Tws,Bif,Inactive,No change,No
2/18/12,Tws,Bil,Inactive,No change,No
2/18/12,Tws,Blaz,Inactive,No change,No
2/18/12,Tws,Bost,Inactive,No change,No
2/18/12,Tws,Bow,Inactive,No change,No
2/18/12,Tws,Buai,Inactive,No change,No
2/18/12,Tws,Dixi,Inactive,No change,No
2/18/12,Tws,Elle,Inactive,No change,No
2/18/12,Tws,Gaun,Inactive,No change,No
2/18/12,Tws,Gumm,Inactive,No change,No
2/18/12,Tws,KK,Inactive,No change,No
2/18/12,Tws,Kami,Inactive,No change,No
2/18/12,Tws,Kati,Inactive,No change,No
2/18/12,Tws,Kolv,Inactive,No change,No
2/18/12,Tws,Pans,Inactive,No change,No
2/18/12,Tws,Quan,Inactive,No change,No
2/18/12,Tws,Sauc,Inactive,No change,No
2/18/12,Tws,Sifa,Inactive,No change,No
2/18/12,Tws,Trim,Inactive,No change,No
2/18/12,Tws,Trix,Inactive,No change,No
2/18/12,Tws,Twin,Inactive,No change,No
2/19/12,Gn,DJ,Inactive,No change,No
2/19/12,Gn,Daff,Active,No change,No
2/19/12,Gn,Desd,Inactive,No change,No
2/19/12,Gn,Ding,Inactive,No change,No
2/19/12,Gn,Dion,Inactive,No change,No
2/19/12,Gn,Merl,Inactive,No change,No
2/19/12,Gn,Mini,Inactive,No change,No
2/19/12,Gn,Mixu,Inactive,No change,No
2/19/12,Gn,Paris,Active,No change,No
2/19/12,Gn,Peab,Inactive,No change,No
2/19/12,Gn,Pili,Inactive,No change,No
2/19/12,Gn,Pinc,Inactive,No change,No
2/19/12,Gn,Razo,Inactive,No change,No
2/19/12,Gn,Robe,Inactive,No change,No
2/19/12,Gn,Spee,Inactive,No change,No
2/19/12,Gn,Spik,Inactive,No change,No
2/19/12,Gn,Sput,Active,No change,No
2/19/12,Gn,Tang,Inactive,No change,No
2/19/12,Gn,Tann,Inactive,No change,No
2/19/12,Gn,Tux,Inactive,No change,No
2/19/12,Gn,Wren,Inactive,No change,No
2/22/12,Gsc,Andy,Inactive,No change,No
2/22/12,Gsc,Flat,Inactive,No change,No
2/22/12,Gsc,Geor,Inactive,No change,No
2/22/12,Gsc,Hanoi,Inactive,No change,No
2/22/12,Gsc,Hava,Inactive,No change,No
2/22/12,Gsc,Hels,Inactive,No change,No
2/22/12,Gsc,Hoba,Inactive,No change,No
2/22/12,Gsc,Hong,Inactive,No change,No
2/22/12,Gsc,Lobs,Inactive,No change,No
2/22/12,Gsc,Lond,Inactive,No change,No
2/22/12,Gsc,Pomb,Inactive,No change,No
2/23/12,Twn,Ambe,Inactive,No change,No
2/23/12,Twn,Asha,Inactive,No change,No
2/23/12,Twn,Didg,Inactive,No change,No
2/23/12,Twn,Kayl,Inactive,No change,No
2/23/12,Twn,Kibo,Inactive,No change,No
2/23/12,Twn,Kipp,Inactive,No change,No
2/23/12,Twn,Opal,Inactive,No change,No
2/23/12,Twn,Park,Inactive,No change,No
2/23/12,Twn,Rave,Inactive,No change,No
2/23/12,Twn,Saph,Inactive,No change,No
2/24/12,Gsaa,Agnes,Inactive,No change,No
2/24/12,Gsaa,Agro,Inactive,No change,No
2/24/12,Gsaa,Angel,Inactive,No change,No
2/24/12,Gsaa,Bond,Inactive,No change,No
2/24/12,Gsaa,Ci,Inactive,No change,No
2/24/12,Gsaa,Crab,Inactive,No change,No
2/24/12,Gsaa,Cybi,Inactive,No change,No
2/24/12,Gsaa,Dina,Inactive,No change,No
2/24/12,Gsaa,Jig,Inactive,No change,No
2/24/12,Gsaa,Jua2,Inactive,No change,No
2/24/12,Gsaa,Lala,Inactive,No change,No
2/24/12,Gsaa,Mush,Inactive,No change,No
2/24/12,Gsaa,OO7,Inactive,No change,No
2/25/12,Tws,Ardm,Inactive,No change,No
2/25/12,Tws,Arte,Inactive,No change,No
2/25/12,Tws,Bans,Inactive,No change,No
2/25/12,Tws,Bens,Inactive,No change,No
2/25/12,Tws,Bif,Inactive,No change,No
2/25/12,Tws,Bil,Inactive,No change,No
2/25/12,Tws,Blaz,Inactive,No change,No
2/25/12,Tws,Bonn,Inactive,No change,No
2/25/12,Tws,Bost,Inactive,No change,No
2/25/12,Tws,Bow,Inactive,No change,No
2/25/12,Tws,Buai,Inactive,No change,No
2/25/12,Tws,Dixi,Inactive,No change,No
2/25/12,Tws,Elle,Inactive,No change,No
2/25/12,Tws,Gaun,Inactive,No change,No
2/25/12,Tws,Gumm,Inactive,No change,No
2/25/12,Tws,KK,Inactive,No change,No
2/25/12,Tws,Kami,Inactive,No change,No
2/25/12,Tws,Kolv,Inactive,No change,No
2/25/12,Tws,Pans,Inactive,No change,No
2/25/12,Tws,Quan,Inactive,No change,No
2/25/12,Tws,Sauc,Inactive,No change,No
2/25/12,Tws,Sava,Active,No change,No
2/25/12,Tws,Sifa,Inactive,No change,No
2/25/12,Tws,Trim,Inactive,No change,No
2/25/12,Tws,Trix,Active,No change,No
2/25/12,Tws,Twin,Inactive,No change,No
2/26/12,Gn,DJ,Inactive,No change,No
2/26/12,Gn,Daff,Inactive,No change,No
2/26/12,Gn,Ding,Inactive,No change,No
2/26/12,Gn,Dion,Inactive,No change,No
2/26/12,Gn,Mini,Inactive,No change,No
2/26/12,Gn,Mixu,Inactive,No change,No
2/26/12,Gn,Razo,Inactive,No change,No
2/26/12,Gn,Robe,Inactive,No change,No
2/26/12,Gn,Spik,Inactive,No change,No
2/26/12,Gn,Tang,Inactive,No change,No
2/26/12,Gn,Tann,Inactive,No change,No
2/26/12,Gn,Tux,Inactive,No change,No
2/26/12,Gn,Wren,Inactive,No change,No
2/29/12,Gsc,Andy,Inactive,No change,No
2/29/12,Gsc,Flat,Inactive,No change,No
2/29/12,Gsc,Geor,Inactive,No change,No
2/29/12,Gsc,Hanoi,Inactive,No change,No
2/29/12,Gsc,Hava,Inactive,No change,No
2/29/12,Gsc,Hels,Inactive,No change,No
2/29/12,Gsc,Hoba,Inactive,No change,No
2/29/12,Gsc,Hong,Inactive,No change,No
2/29/12,Gsc,Lobs,Inactive,No change,No
2/29/12,Gsc,Lond,Inactive,No change,No
2/29/12,Gsc,Pomb,Inactive,No change,No
3/1/12,Twn,Ambe,Inactive,No change,No
3/1/12,Twn,Asha,Inactive,No change,No
3/1/12,Twn,Didg,Inactive,No change,No
3/1/12,Twn,Kayl,Inactive,No change,No
3/1/12,Twn,Kibo,Inactive,No change,No
3/1/12,Twn,Opal,Inactive,No change,No
3/1/12,Twn,Park,Inactive,No change,No
3/1/12,Twn,Rave,Inactive,No change,No
3/1/12,Twn,Saph,Inactive,No change,No
3/2/12,Gsaa,Agnes,Inactive,No change,No
3/2/12,Gsaa,Agro,Inactive,No change,No
3/2/12,Gsaa,Angel,Inactive,No change,No
3/2/12,Gsaa,Bond,Inactive,No change,No
3/2/12,Gsaa,Ci,Inactive,No change,No
3/2/12,Gsaa,Crab,Inactive,No change,No
3/2/12,Gsaa,Cybi,Inactive,No change,No
3/2/12,Gsaa,Dina,Inactive,No change,No
3/2/12,Gsaa,Jig,Inactive,No change,No
3/2/12,Gsaa,Jua2,Inactive,No change,No
3/2/12,Gsaa,Lala,Inactive,No change,No
3/2/12,Gsaa,Mush,Inactive,No change,No
3/2/12,Gsaa,OO7,Inactive,No change,No
3/3/12,Gsb,Bb,Inactive,No change,No
3/3/12,Gsb,Buzz,Inactive,No change,No
3/3/12,Gsb,Gigi,Inactive,No change,No
3/3/12,Gsb,Soft,Inactive,No change,No
3/3/12,Tws,Ardm,Inactive,Decrease,No
3/3/12,Tws,Arte,Inactive,Decrease,No
3/3/12,Tws,Bans,Inactive,Decrease,No
3/3/12,Tws,Bens,Inactive,Decrease,No
3/3/12,Tws,Bif,Inactive,Decrease,No
3/3/12,Tws,Bil,Inactive,Decrease,No
3/3/12,Tws,Blaz,Inactive,Decrease,No
3/3/12,Tws,Bonn,Inactive,Decrease,No
3/3/12,Tws,Bost,Inactive,Decrease,No
3/3/12,Tws,Bow,Inactive,Decrease,No
3/3/12,Tws,Buai,Inactive,Decrease,No
3/3/12,Tws,Dixi,Inactive,Decrease,No
3/3/12,Tws,Elle,Inactive,Decrease,No
3/3/12,Tws,Gaun,Inactive,Decrease,No
3/3/12,Tws,Gumm,Inactive,Decrease,No
3/3/12,Tws,KK,Inactive,Decrease,No
3/3/12,Tws,Kami,Inactive,Decrease,No
3/3/12,Tws,Kati,Inactive,Decrease,No
3/3/12,Tws,Kolv,Inactive,Decrease,No
3/3/12,Tws,Pans,Inactive,Decrease,No
3/3/12,Tws,Quan,Inactive,Decrease,No
3/3/12,Tws,Sauc,Inactive,Decrease,No
3/3/12,Tws,Sava,Inactive,Decrease,No
3/3/12,Tws,Sifa,Inactive,Decrease,No
3/3/12,Tws,Trim,Inactive,Decrease,No
3/3/12,Tws,Trix,Inactive,Decrease,No
3/3/12,Tws,Twin,Inactive,Decrease,No
3/5/12,Gn,DJ,Inactive,No change,No
3/5/12,Gn,Daff,Inactive,No change,No
3/5/12,Gn,Desd,Inactive,No change,No
3/5/12,Gn,Ding,Inactive,No change,No
3/5/12,Gn,Dion,Inactive,No change,No
3/5/12,Gn,Merl,Inactive,No change,No
3/5/12,Gn,Mini,Inactive,No change,No
3/5/12,Gn,Mixu,Inactive,No change,No
3/5/12,Gn,Paris,Inactive,No change,No
3/5/12,Gn,Peab,Inactive,No change,No
3/5/12,Gn,Pili,Inactive,No change,No
3/5/12,Gn,Pinc,Inactive,No change,No
3/5/12,Gn,Razo,Inactive,No change,No
3/5/12,Gn,Robe,Inactive,No change,No
3/5/12,Gn,Spee,Inactive,No change,No
3/5/12,Gn,Spik,Inactive,No change,No
3/5/12,Gn,Sput,Inactive,No change,No
3/5/12,Gn,Tang,Inactive,No change,No
3/5/12,Gn,Tann,Inactive,No change,No
3/5/12,Gn,Tux,Inactive,No change,No
3/5/12,Gn,Wren,Inactive,No change,No
3/7/12,Gsc,Andy,Inactive,No change,No
3/7/12,Gsc,Flat,Inactive,No change,No
3/7/12,Gsc,Geor,Inactive,No change,No
3/7/12,Gsc,Hanoi,Inactive,No change,No
3/7/12,Gsc,Hava,Inactive,No change,No
3/7/12,Gsc,Hels,Inactive,No change,No
3/7/12,Gsc,Hoba,Inactive,No change,No
3/7/12,Gsc,Hong,Inactive,No change,No
3/7/12,Gsc,Lobs,Inactive,No change,No
3/7/12,Gsc,Lond,Inactive,No change,No
3/7/12,Gsc,Pomb,Inactive,No change,No
3/9/12,Gsaa,Agnes,Inactive,No change,No
3/9/12,Gsaa,Agro,Inactive,No change,No
3/9/12,Gsaa,Angel,Inactive,No change,No
3/9/12,Gsaa,Bond,Inactive,No change,No
3/9/12,Gsaa,Ci,Inactive,No change,No
3/9/12,Gsaa,Crab,Inactive,No change,No
3/9/12,Gsaa,Cybi,Inactive,No change,No
3/9/12,Gsaa,Dina,Inactive,No change,No
3/9/12,Gsaa,Jig,Inactive,No change,No
3/9/12,Gsaa,Jua2,Inactive,No change,No
3/9/12,Gsaa,Lala,Inactive,No change,No
3/9/12,Gsaa,Mush,Inactive,No change,No
3/9/12,Gsaa,OO7,Inactive,No change,No
3/9/12,Twn,Ambe,Inactive,No change,No
3/9/12,Twn,Asha,Inactive,No change,No
3/9/12,Twn,Didg,Inactive,No change,No
3/9/12,Twn,Kayl,Inactive,No change,No
3/9/12,Twn,Kibo,Inactive,No change,No
3/9/12,Twn,Kipp,Inactive,No change,No
3/9/12,Twn,Opal,Inactive,No change,No
3/9/12,Twn,Park,Inactive,No change,No
3/9/12,Twn,Rave,Inactive,No change,No
3/9/12,Twn,Saph,Inactive,No change,No
3/10/12,Tws,Ardm,Inactive,No change,No
3/10/12,Tws,Arte,Inactive,No change,No
3/10/12,Tws,Bans,Inactive,No change,No
3/10/12,Tws,Bens,Inactive,No change,No
3/10/12,Tws,Bif,Inactive,No change,No
3/10/12,Tws,Bil,Inactive,No change,No
3/10/12,Tws,Blaz,Inactive,No change,No
3/10/12,Tws,Bonn,Inactive,No change,No
3/10/12,Tws,Bost,Inactive,No change,No
3/10/12,Tws,Bow,Inactive,No change,No
3/10/12,Tws,Buai,Inactive,No change,No
3/10/12,Tws,Dixi,Inactive,No change,No
3/10/12,Tws,Elle,Inactive,No change,No
3/10/12,Tws,Gaun,Inactive,No change,No
3/10/12,Tws,Gumm,Inactive,No change,No
3/10/12,Tws,KK,Inactive,No change,No
3/10/12,Tws,Kami,Inactive,No change,No
3/10/12,Tws,Kati,Inactive,No change,No
3/10/12,Tws,Kolv,Inactive,No change,No
3/10/12,Tws,Pans,Inactive,No change,No
3/10/12,Tws,Quan,Inactive,No change,No
3/10/12,Tws,Sauc,Inactive,No change,No
3/10/12,Tws,Sava,Inactive,No change,No
3/10/12,Tws,Sifa,Inactive,No change,No
3/10/12,Tws,Trix,Inactive,No change,No
3/10/12,Tws,Twin,Inactive,No change,No
3/11/12,Gsb,Bb,Inactive,No change,No
3/11/12,Gsb,Buzz,Inactive,No change,No
3/11/12,Gsb,Gigi,Inactive,No change,No
3/11/12,Gsb,Soft,Inactive,No change,No
3/12/12,Gn,DJ,Inactive,No change,No
3/12/12,Gn,Daff,Inactive,No change,No
3/12/12,Gn,Desd,Inactive,No change,No
3/12/12,Gn,Ding,Inactive,No change,No
3/12/12,Gn,Merl,Inactive,No change,No
3/12/12,Gn,Mini,Inactive,No change,No
3/12/12,Gn,Mixu,Inactive,No change,No
3/12/12,Gn,Paris,Active,No change,No
3/12/12,Gn,Peab,Inactive,No change,No
3/12/12,Gn,Pili,Inactive,No change,No
3/12/12,Gn,Pinc,Inactive,No change,No
3/12/12,Gn,Razo,Inactive,No change,No
3/12/12,Gn,Robe,Active,No change,No
3/12/12,Gn,Spee,Inactive,No change,No
3/12/12,Gn,Spik,Inactive,No change,No
3/12/12,Gn,Sput,Inactive,No change,No
3/12/12,Gn,Tang,Inactive,No change,No
3/12/12,Gn,Tann,Inactive,No change,No
3/12/12,Gn,Tux,Inactive,No change,No
3/12/12,Gn,Wren,Inactive,No change,No
3/16/12,Gsaa,Agnes,Inactive,No change,No
3/16/12,Gsaa,Agro,Inactive,No change,No
3/16/12,Gsaa,Angel,Inactive,No change,No
3/16/12,Gsaa,Bond,Inactive,No change,No
3/16/12,Gsaa,Ci,Inactive,No change,No
3/16/12,Gsaa,Crab,Inactive,No change,No
3/16/12,Gsaa,Cybi,Inactive,No change,No
3/16/12,Gsaa,Dina,Inactive,No change,No
3/16/12,Gsaa,Jig,Inactive,No change,No
3/16/12,Gsaa,Jua2,Inactive,No change,No
3/16/12,Gsaa,Lala,Inactive,No change,No
3/16/12,Gsaa,Mush,Inactive,No change,No
3/16/12,Gsaa,OO7,Inactive,No change,No
3/16/12,Twn,Ambe,Inactive,No change,No
3/16/12,Twn,Asha,Inactive,No change,No
3/16/12,Twn,Didg,Inactive,No change,No
3/16/12,Twn,Kayl,Inactive,No change,No
3/16/12,Twn,Kibo,Inactive,No change,No
3/16/12,Twn,Kipp,Inactive,No change,No
3/16/12,Twn,Opal,Inactive,No change,No
3/16/12,Twn,Park,Active,No change,No
3/16/12,Twn,Rave,Inactive,No change,No
3/16/12,Twn,Saph,Inactive,No change,No
3/17/12,Tws,Ardm,Inactive,No change,No
3/17/12,Tws,Arte,Inactive,No change,No
3/17/12,Tws,Bans,Inactive,No change,No
3/17/12,Tws,Bens,Inactive,No change,No
3/17/12,Tws,Bif,Inactive,No change,No
3/17/12,Tws,Blaz,Inactive,No change,No
3/17/12,Tws,Bonn,Inactive,No change,No
3/17/12,Tws,Bost,Inactive,No change,No
3/17/12,Tws,Bow,Inactive,No change,No
3/17/12,Tws,Buai,Inactive,No change,No
3/17/12,Tws,Dixi,Inactive,No change,No
3/17/12,Tws,Elle,Inactive,No change,No
3/17/12,Tws,Gaun,Inactive,No change,No
3/17/12,Tws,Gumm,Inactive,No change,No
3/17/12,Tws,KK,Inactive,No change,No
3/17/12,Tws,Kami,Inactive,No change,No
3/17/12,Tws,Kati,Inactive,No change,No
3/17/12,Tws,Kolv,Inactive,No change,No
3/17/12,Tws,Pans,Inactive,No change,No
3/17/12,Tws,Quan,Inactive,No change,No
3/17/12,Tws,Sauc,Inactive,No change,No
3/17/12,Tws,Sava,Inactive,No change,No
3/17/12,Tws,Sifa,Inactive,No change,No
3/17/12,Tws,Trim,Inactive,No change,No
3/17/12,Tws,Trix,Inactive,No change,No
3/17/12,Tws,Twin,Inactive,No change,No
3/18/12,Gsb,Bb,Inactive,No change,No
3/18/12,Gsb,Buzz,Inactive,No change,No
3/18/12,Gsb,Gigi,Inactive,No change,No
3/18/12,Gsb,Soft,Inactive,No change,No
3/21/12,Gn,DJ,Active,No change,No
3/21/12,Gn,Daff,Inactive,No change,No
3/21/12,Gn,Desd,Inactive,No change,No
3/21/12,Gn,Ding,Inactive,No change,No
3/21/12,Gn,Dion,Inactive,No change,No
3/21/12,Gn,Merl,Inactive,No change,No
3/21/12,Gn,Mini,Inactive,No change,No
3/21/12,Gn,Mixu,Inactive,No change,No
3/21/12,Gn,Paris,Inactive,No change,No
3/21/12,Gn,Peab,Active,No change,No
3/21/12,Gn,Pili,Inactive,No change,No
3/21/12,Gn,Pinc,Inactive,No change,No
3/21/12,Gn,Razo,Inactive,No change,No
3/21/12,Gn,Robe,Active,No change,No
3/21/12,Gn,Spee,Inactive,No change,No
3/21/12,Gn,Spik,Inactive,No change,No
3/21/12,Gn,Sput,Inactive,No change,No
3/21/12,Gn,Tang,Inactive,No change,No
3/21/12,Gn,Tux,Inactive,No change,No
3/21/12,Gn,Wren,Inactive,No change,No
3/23/12,Gsaa,Agnes,Inactive,No change,No
3/23/12,Gsaa,Agro,Inactive,No change,No
3/23/12,Gsaa,Angel,Inactive,No change,No
3/23/12,Gsaa,Bond,Inactive,No change,No
3/23/12,Gsaa,Ci,Inactive,No change,No
3/23/12,Gsaa,Crab,Inactive,No change,No
3/23/12,Gsaa,Cybi,Inactive,No change,No
3/23/12,Gsaa,Dina,Inactive,No change,No
3/23/12,Gsaa,Jig,Inactive,No change,No
3/23/12,Gsaa,Jua2,Inactive,No change,No
3/23/12,Gsaa,Lala,Inactive,No change,No
3/23/12,Gsaa,Mush,Inactive,No change,No
3/23/12,Gsaa,OO7,Inactive,No change,No
3/23/12,Twn,Ambe,Inactive,No change,No
3/23/12,Twn,Asha,Inactive,No change,No
3/23/12,Twn,Kayl,Inactive,No change,No
3/23/12,Twn,Kibo,Inactive,No change,No
3/23/12,Twn,Kipp,Inactive,No change,No
3/23/12,Twn,Opal,Inactive,No change,No
3/23/12,Twn,Park,Inactive,No change,No
3/23/12,Twn,Rave,Inactive,No change,No
3/23/12,Twn,Saph,Inactive,No change,No
3/24/12,Tws,Ardm,Inactive,No change,No
3/24/12,Tws,Arte,Inactive,No change,No
3/24/12,Tws,Bans,Inactive,No change,No
3/24/12,Tws,Bens,Inactive,No change,No
3/24/12,Tws,Bif,Inactive,No change,No
3/24/12,Tws,Bil,Inactive,No change,No
3/24/12,Tws,Blaz,Inactive,No change,No
3/24/12,Tws,Bonn,Inactive,No change,No
3/24/12,Tws,Bost,Inactive,No change,No
3/24/12,Tws,Bow,Inactive,No change,No
3/24/12,Tws,Buai,Inactive,No change,No
3/24/12,Tws,Dixi,Inactive,No change,No
3/24/12,Tws,Elle,Inactive,No change,No
3/24/12,Tws,Gaun,Inactive,No change,No
3/24/12,Tws,Gumm,Inactive,No change,No
3/24/12,Tws,KK,Inactive,No change,No
3/24/12,Tws,Kami,Inactive,No change,No
3/24/12,Tws,Kati,Inactive,No change,No
3/24/12,Tws,Kolv,Inactive,No change,No
3/24/12,Tws,Pans,Inactive,No change,No
3/24/12,Tws,Quan,Inactive,No change,No
3/24/12,Tws,Sauc,Inactive,No change,No
3/24/12,Tws,Sifa,Inactive,No change,No
3/24/12,Tws,Trim,Inactive,No change,No
3/24/12,Tws,Trix,Inactive,No change,No
3/24/12,Tws,Twin,Inactive,No change,No
3/25/12,Gsb,Bb,Inactive,No change,No
3/25/12,Gsb,Buzz,Inactive,No change,No
3/25/12,Gsb,Gigi,Inactive,No change,No
3/25/12,Gsb,Soft,Inactive,No change,No
3/28/12,Gn,DJ,Inactive,No change,No
3/28/12,Gn,Daff,Inactive,No change,No
3/28/12,Gn,Desd,Inactive,No change,No
3/28/12,Gn,Ding,Inactive,No change,No
3/28/12,Gn,Dion,Inactive,No change,No
3/28/12,Gn,Merl,Inactive,No change,No
3/28/12,Gn,Mini,Inactive,No change,No
3/28/12,Gn,Mixu,Inactive,No change,No
3/28/12,Gn,Paris,Inactive,No change,No
3/28/12,Gn,Peab,Inactive,No change,No
3/28/12,Gn,Pili,Inactive,No change,No
3/28/12,Gn,Pinc,Inactive,No change,No
3/28/12,Gn,Razo,Inactive,No change,No
3/28/12,Gn,Robe,Inactive,No change,No
3/28/12,Gn,Spee,Inactive,No change,No
3/28/12,Gn,Spik,Inactive,No change,No
3/28/12,Gn,Sput,Inactive,No change,No
3/28/12,Gn,Tang,Inactive,No change,No
3/28/12,Gn,Tann,Inactive,No change,No
3/28/12,Gn,Tux,Inactive,No change,No
3/28/12,Gn,Wren,Inactive,No change,No
3/28/12,Gsc,Andy,Inactive,No change,No
3/28/12,Gsc,Flat,Inactive,No change,No
3/28/12,Gsc,Geor,Inactive,No change,No
3/28/12,Gsc,Hanoi,Inactive,No change,No
3/28/12,Gsc,Hava,Inactive,No change,No
3/28/12,Gsc,Hels,Inactive,No change,No
3/28/12,Gsc,Hoba,Inactive,No change,No
3/28/12,Gsc,Hong,Inactive,No change,No
3/28/12,Gsc,Lobs,Inactive,No change,No
3/28/12,Gsc,Lond,Inactive,No change,No
3/28/12,Gsc,Pomb,Inactive,No change,No
3/30/12,Gsaa,Agnes,Inactive,No change,No
3/30/12,Gsaa,Agro,Inactive,No change,No
3/30/12,Gsaa,Angel,Inactive,No change,No
3/30/12,Gsaa,Bond,Inactive,No change,No
3/30/12,Gsaa,Ci,Inactive,No change,No
3/30/12,Gsaa,Crab,Inactive,No change,No
3/30/12,Gsaa,Cybi,Inactive,No change,No
3/30/12,Gsaa,Dina,Inactive,No change,No
3/30/12,Gsaa,Jig,Inactive,No change,No
3/30/12,Gsaa,Jua2,Inactive,No change,No
3/30/12,Gsaa,Lala,Inactive,No change,No
3/30/12,Gsaa,Mush,Inactive,No change,No
3/30/12,Gsaa,OO7,Inactive,No change,No
3/30/12,Twn,Ambe,Inactive,Increase,No
3/30/12,Twn,Asha,Inactive,Increase,No
3/30/12,Twn,Didg,Inactive,Increase,No
3/30/12,Twn,Kayl,Inactive,Increase,No
3/30/12,Twn,Kibo,Inactive,Increase,No
3/30/12,Twn,Kipp,Inactive,Increase,No
3/30/12,Twn,Opal,Inactive,Increase,No
3/30/12,Twn,Park,Inactive,Increase,No
3/30/12,Twn,Rave,Inactive,Increase,No
3/30/12,Twn,Saph,Inactive,Increase,No
3/31/12,Tws,Ardm,Inactive,No change,No
3/31/12,Tws,Arte,Inactive,No change,No
3/31/12,Tws,Bans,Inactive,No change,No
3/31/12,Tws,Bens,Inactive,No change,No
3/31/12,Tws,Bif,Inactive,No change,No
3/31/12,Tws,Bil,Inactive,No change,No
3/31/12,Tws,Blaz,Inactive,No change,No
3/31/12,Tws,Bonn,Inactive,No change,No
3/31/12,Tws,Bost,Inactive,No change,No
3/31/12,Tws,Bow,Inactive,No change,No
3/31/12,Tws,Buai,Inactive,No change,No
3/31/12,Tws,Dixi,Inactive,No change,No
3/31/12,Tws,Elle,Inactive,No change,No
3/31/12,Tws,Gaun,Inactive,No change,No
3/31/12,Tws,Gumm,Inactive,No change,No
3/31/12,Tws,KK,Inactive,No change,No
3/31/12,Tws,Kami,Inactive,No change,No
3/31/12,Tws,Kati,Inactive,No change,No
3/31/12,Tws,Kolv,Inactive,No change,No
3/31/12,Tws,Pans,Inactive,No change,No
3/31/12,Tws,Quan,Inactive,No change,No
3/31/12,Tws,Sauc,Inactive,No change,No
3/31/12,Tws,Sava,Inactive,No change,No
3/31/12,Tws,Sifa,Inactive,No change,No
3/31/12,Tws,Trim,Inactive,No change,No
3/31/12,Tws,Trix,Inactive,No change,No
3/31/12,Tws,Twin,Inactive,No change,No
4/1/12,Gsb,Bb,Inactive,No change,No
4/1/12,Gsb,Buzz,Inactive,No change,No
4/1/12,Gsb,Gigi,Inactive,No change,No
4/1/12,Gsb,Soft,Inactive,No change,No
4/4/12,Gsc,Andy,Inactive,No change,No
4/4/12,Gsc,Flat,Inactive,No change,No
4/4/12,Gsc,Geor,Inactive,No change,No
4/4/12,Gsc,Hanoi,Inactive,No change,No
4/4/12,Gsc,Hava,Inactive,No change,No
4/4/12,Gsc,Hels,Inactive,No change,No
4/4/12,Gsc,Hoba,Inactive,No change,No
4/4/12,Gsc,Hong,Inactive,No change,No
4/4/12,Gsc,Lobs,Inactive,No change,No
4/4/12,Gsc,Lond,Inactive,No change,No
4/4/12,Gsc,Pomb,Inactive,No change,No
4/5/12,Gn,Daff,Inactive,No change,No
4/5/12,Gn,Desd,Inactive,No change,No
4/5/12,Gn,Ding,Inactive,No change,No
4/5/12,Gn,Dion,Inactive,No change,No
4/5/12,Gn,Merl,Inactive,No change,No
4/5/12,Gn,Mini,Inactive,No change,No
4/5/12,Gn,Mixu,Inactive,No change,No
4/5/12,Gn,Paris,Inactive,No change,No
4/5/12,Gn,Peab,Inactive,No change,No
4/5/12,Gn,Pinc,Inactive,No change,No
4/5/12,Gn,Razo,Inactive,No change,No
4/5/12,Gn,Robe,Inactive,No change,No
4/5/12,Gn,Spee,Inactive,No change,No
4/5/12,Gn,Spik,Inactive,No change,No
4/5/12,Gn,Sput,Inactive,No change,No
4/5/12,Gn,Tang,Inactive,No change,No
4/5/12,Gn,Tann,Inactive,No change,No
4/5/12,Gn,Tux,Inactive,No change,No
4/5/12,Gn,Wren,Inactive,No change,No
4/6/12,Gsaa,Agnes,Inactive,No change,No
4/6/12,Gsaa,Agro,Inactive,No change,No
4/6/12,Gsaa,Angel,Inactive,No change,No
4/6/12,Gsaa,Bond,Inactive,No change,No
4/6/12,Gsaa,Ci,Inactive,No change,No
4/6/12,Gsaa,Crab,Inactive,No change,No
4/6/12,Gsaa,Cybi,Inactive,No change,No
4/6/12,Gsaa,Dina,Inactive,No change,No
4/6/12,Gsaa,Jig,Inactive,No change,No
4/6/12,Gsaa,Jua2,Inactive,No change,No
4/6/12,Gsaa,Lala,Inactive,No change,No
4/6/12,Gsaa,Mush,Inactive,No change,No
4/6/12,Gsaa,OO7,Inactive,No change,No
4/6/12,Twn,Ambe,Inactive,No change,No
4/6/12,Twn,Asha,Inactive,No change,No
4/6/12,Twn,Didg,Inactive,No change,No
4/6/12,Twn,Kayl,Inactive,No change,No
4/6/12,Twn,Kibo,Inactive,No change,No
4/6/12,Twn,Kipp,Inactive,No change,No
4/6/12,Twn,Opal,Inactive,No change,No
4/6/12,Twn,Park,Inactive,No change,No
4/6/12,Twn,Rave,Inactive,No change,No
4/6/12,Twn,Saph,Inactive,No change,No
