Date,Group,N sex-active females,N males in group,Mating season,Conception period,Female Group Size
4/16/13,Gn,0,1,NO,NO,13
4/17/13,Gn,0,1,NO,NO,13
4/18/13,Gn,0,1,NO,NO,13
4/19/13,Gn,0,1,NO,NO,13
4/20/13,Gn,1,1,NO,NO,13
4/21/13,Gn,3,4,NO,NO,13
4/22/13,Gn,0,2,NO,NO,13
4/23/13,Gn,0,1,NO,NO,13
4/24/13,Gn,0,3,NO,NO,13
4/25/13,Gn,0,1,NO,NO,13
4/26/13,Gn,0,2,NO,NO,13
4/27/13,Gn,0,1,NO,NO,13
4/28/13,Gn,5,2,NO,NO,13
4/29/13,Gn,1,1,NO,NO,13
4/30/13,Gn,3,1,NO,NO,13
5/1/13,Gn,0,1,NO,NO,13
5/2/13,Gn,1,1,NO,NO,13
5/3/13,Gn,0,1,NO,NO,13
5/4/13,Gn,1,1,NO,NO,13
5/5/13,Gn,1,1,NO,NO,13
5/6/13,Gn,2,1,NO,NO,13
5/7/13,Gn,1,1,NO,NO,13
5/8/13,Gn,1,2,NO,NO,13
5/9/13,Gn,0,1,NO,NO,13
5/10/13,Gn,0,1,NO,NO,13
5/11/13,Gn,1,1,NO,NO,13
5/12/13,Gn,0,1,NO,NO,13
5/13/13,Gn,1,1,NO,NO,13
5/14/13,Gn,1,1,NO,NO,13
5/15/13,Gn,0,0,NO,NO,13
5/16/13,Gn,0,1,NO,NO,13
5/17/13,Gn,0,2,NO,NO,13
5/18/13,Gn,0,1,NO,NO,13
5/19/13,Gn,0,1,NO,NO,13
5/20/13,Gn,0,1,NO,NO,13
5/21/13,Gn,1,1,NO,NO,13
5/22/13,Gn,0,1,NO,NO,13
5/23/13,Gn,0,1,NO,NO,13
5/24/13,Gn,0,1,NO,NO,13
5/25/13,Gn,0,1,NO,NO,13
5/26/13,Gn,0,3,NO,NO,13
5/27/13,Gn,0,1,NO,NO,13
5/28/13,Gn,0,3,NO,NO,13
5/29/13,Gn,0,1,NO,NO,13
5/30/13,Gn,0,1,NO,NO,13
5/31/13,Gn,1,1,NO,NO,13
6/1/13,Gn,1,1,YES,NO,13
6/2/13,Gn,0,3,YES,NO,13
6/3/13,Gn,0,3,YES,NO,13
6/4/13,Gn,1,1,YES,NO,13
6/5/13,Gn,0,1,YES,NO,13
6/6/13,Gn,1,2,YES,NO,13
6/7/13,Gn,1,1,YES,NO,13
6/8/13,Gn,1,1,YES,NO,13
6/9/13,Gn,0,1,YES,NO,13
6/10/13,Gn,1,2,YES,NO,13
6/11/13,Gn,1,1,YES,NO,13
6/12/13,Gn,0,1,YES,NO,13
6/13/13,Gn,0,1,YES,NO,13
6/14/13,Gn,1,1,YES,NO,13
6/15/13,Gn,1,1,YES,NO,13
6/16/13,Gn,0,1,YES,NO,13
6/17/13,Gn,1,2,YES,NO,13
6/18/13,Gn,1,1,YES,NO,13
6/19/13,Gn,1,1,YES,NO,13
6/20/13,Gn,1,1,YES,YES,13
6/21/13,Gn,1,1,YES,YES,13
6/22/13,Gn,2,1,YES,YES,13
6/23/13,Gn,3,1,YES,YES,13
6/24/13,Gn,1,2,YES,YES,13
6/25/13,Gn,0,2,YES,YES,13
6/26/13,Gn,0,1,YES,YES,13
6/27/13,Gn,0,1,YES,YES,13
6/28/13,Gn,1,4,YES,YES,13
6/29/13,Gn,1,3,YES,YES,13
6/30/13,Gn,0,3,YES,YES,13
7/1/13,Gn,2,6,YES,YES,13
7/2/13,Gn,2,2,YES,YES,13
7/3/13,Gn,2,6,YES,YES,13
7/4/13,Gn,1,4,YES,YES,13
7/5/13,Gn,2,5,YES,YES,13
7/6/13,Gn,0,4,YES,YES,13
7/7/13,Gn,0,2,YES,YES,13
7/8/13,Gn,1,3,YES,YES,13
7/9/13,Gn,1,5,YES,YES,13
7/10/13,Gn,1,2,YES,YES,13
7/11/13,Gn,1,2,YES,YES,13
7/12/13,Gn,3,5,YES,YES,13
7/13/13,Gn,2,5,YES,YES,13
7/14/13,Gn,3,7,YES,YES,13
7/15/13,Gn,5,2,YES,YES,13
7/16/13,Gn,2,5,YES,YES,13
7/17/13,Gn,1,4,YES,YES,13
7/18/13,Gn,0,2,YES,YES,13
7/19/13,Gn,2,5,YES,YES,13
7/20/13,Gn,2,5,YES,YES,13
7/21/13,Gn,2,6,YES,YES,13
7/22/13,Gn,0,4,YES,YES,13
7/23/13,Gn,1,5,YES,YES,13
7/24/13,Gn,2,5,YES,YES,13
7/25/13,Gn,2,2,YES,YES,13
7/26/13,Gn,5,5,YES,YES,13
7/27/13,Gn,3,4,YES,YES,13
7/28/13,Gn,1,5,YES,YES,13
7/29/13,Gn,4,4,YES,YES,13
7/30/13,Gn,6,4,YES,YES,13
7/31/13,Gn,2,4,YES,YES,13
8/1/13,Gn,1,6,YES,YES,13
8/2/13,Gn,0,4,YES,YES,13
8/3/13,Gn,3,3,YES,YES,13
8/4/13,Gn,2,4,YES,YES,13
8/5/13,Gn,3,8,YES,YES,13
8/6/13,Gn,3,6,YES,YES,13
8/7/13,Gn,3,6,YES,YES,13
8/8/13,Gn,0,5,YES,YES,13
8/9/13,Gn,1,3,YES,YES,13
8/10/13,Gn,2,5,YES,YES,13
8/11/13,Gn,3,4,YES,YES,13
8/12/13,Gn,4,6,YES,YES,13
8/13/13,Gn,2,4,YES,YES,13
8/14/13,Gn,1,3,YES,YES,13
8/15/13,Gn,1,2,YES,YES,13
8/16/13,Gn,1,2,YES,YES,13
8/17/13,Gn,2,3,YES,YES,13
8/18/13,Gn,1,4,YES,YES,13
8/19/13,Gn,0,5,YES,YES,13
8/20/13,Gn,1,5,YES,YES,13
8/21/13,Gn,0,4,YES,YES,13
8/22/13,Gn,0,1,YES,YES,13
8/23/13,Gn,1,3,YES,YES,13
8/24/13,Gn,2,3,YES,YES,13
8/25/13,Gn,2,7,YES,YES,13
8/26/13,Gn,1,4,YES,YES,13
8/27/13,Gn,2,3,YES,YES,13
8/28/13,Gn,5,6,YES,YES,13
8/29/13,Gn,5,6,YES,YES,13
8/30/13,Gn,4,6,YES,YES,13
8/31/13,Gn,5,2,YES,YES,13
9/1/13,Gn,2,2,YES,YES,13
9/2/13,Gn,0,3,YES,YES,13
9/3/13,Gn,1,6,YES,YES,13
9/4/13,Gn,2,5,YES,YES,13
9/5/13,Gn,4,4,YES,YES,13
9/6/13,Gn,1,3,YES,YES,13
9/7/13,Gn,1,3,YES,YES,13
9/8/13,Gn,3,2,YES,YES,13
9/9/13,Gn,1,1,YES,YES,13
9/10/13,Gn,2,3,YES,YES,13
9/11/13,Gn,1,2,YES,YES,13
9/12/13,Gn,0,1,YES,YES,13
9/13/13,Gn,0,3,YES,YES,13
9/14/13,Gn,0,2,YES,YES,13
9/15/13,Gn,0,3,YES,YES,13
9/16/13,Gn,0,1,YES,YES,13
9/17/13,Gn,2,1,YES,YES,13
9/18/13,Gn,1,2,YES,YES,13
9/19/13,Gn,1,4,YES,YES,13
9/20/13,Gn,0,2,YES,YES,13
9/21/13,Gn,0,1,YES,YES,13
9/22/13,Gn,1,1,YES,YES,13
9/23/13,Gn,0,1,YES,YES,13
9/24/13,Gn,0,1,YES,YES,13
9/25/13,Gn,1,2,YES,YES,13
9/26/13,Gn,1,1,YES,YES,13
9/27/13,Gn,0,2,YES,YES,13
9/28/13,Gn,1,1,YES,YES,13
9/29/13,Gn,0,1,YES,YES,13
9/30/13,Gn,1,1,YES,YES,13
10/1/13,Gn,0,1,YES,YES,13
10/2/13,Gn,1,1,YES,YES,13
10/3/13,Gn,1,1,YES,YES,13
10/4/13,Gn,0,1,YES,YES,13
10/5/13,Gn,0,1,YES,YES,13
10/6/13,Gn,1,1,YES,YES,13
10/7/13,Gn,0,2,YES,YES,13
10/8/13,Gn,1,1,YES,YES,13
10/9/13,Gn,0,2,YES,YES,13
10/10/13,Gn,0,1,YES,YES,13
10/11/13,Gn,0,1,YES,YES,13
10/12/13,Gn,2,1,YES,YES,13
10/13/13,Gn,1,1,YES,YES,13
10/14/13,Gn,1,1,YES,YES,13
10/15/13,Gn,2,1,YES,YES,13
10/16/13,Gn,1,1,NO,YES,13
10/17/13,Gn,2,1,NO,YES,13
10/18/13,Gn,0,2,NO,YES,13
10/19/13,Gn,0,1,NO,YES,13
10/20/13,Gn,0,2,NO,YES,13
10/21/13,Gn,0,2,NO,YES,13
10/22/13,Gn,0,2,NO,YES,13
10/23/13,Gn,0,1,NO,YES,13
10/24/13,Gn,0,1,NO,YES,13
10/25/13,Gn,0,1,NO,YES,13
10/26/13,Gn,0,1,NO,YES,13
10/27/13,Gn,0,1,NO,YES,13
10/28/13,Gn,0,1,NO,YES,13
10/29/13,Gn,0,1,NO,YES,13
10/30/13,Gn,0,1,NO,YES,13
10/31/13,Gn,0,2,NO,YES,13
11/1/13,Gn,0,1,NO,YES,13
11/2/13,Gn,0,2,NO,YES,13
11/3/13,Gn,0,1,NO,YES,13
11/4/13,Gn,0,2,NO,YES,13
11/5/13,Gn,0,3,NO,YES,12
11/6/13,Gn,0,1,NO,YES,12
11/7/13,Gn,0,1,NO,YES,12
11/8/13,Gn,0,1,NO,YES,12
11/9/13,Gn,0,1,NO,YES,12
11/10/13,Gn,1,2,NO,YES,12
11/11/13,Gn,1,1,NO,YES,12
11/12/13,Gn,1,1,NO,YES,12
11/13/13,Gn,0,1,NO,YES,12
11/14/13,Gn,0,0,NO,YES,12
11/15/13,Gn,2,1,NO,YES,12
11/16/13,Gn,0,1,NO,YES,12
11/17/13,Gn,0,3,NO,YES,12
11/18/13,Gn,2,1,NO,YES,12
11/19/13,Gn,1,1,NO,YES,12
11/20/13,Gn,1,1,NO,YES,12
11/21/13,Gn,3,1,NO,YES,12
11/22/13,Gn,1,1,NO,YES,12
11/23/13,Gn,1,1,NO,NO,12
11/24/13,Gn,1,1,NO,NO,12
11/25/13,Gn,1,1,NO,NO,12
11/26/13,Gn,2,2,NO,NO,12
11/27/13,Gn,1,1,NO,NO,12
11/28/13,Gn,1,1,NO,NO,12
11/29/13,Gn,0,1,NO,NO,12
11/30/13,Gn,1,1,NO,NO,12
12/1/13,Gn,1,1,NO,NO,12
12/2/13,Gn,0,1,NO,NO,12
12/3/13,Gn,0,1,NO,NO,12
12/4/13,Gn,5,1,NO,NO,12
12/5/13,Gn,1,1,NO,NO,12
12/6/13,Gn,1,1,NO,NO,12
12/7/13,Gn,2,1,NO,NO,12
12/8/13,Gn,1,1,NO,NO,12
12/9/13,Gn,1,1,NO,NO,12
12/10/13,Gn,1,1,NO,NO,12
12/11/13,Gn,0,1,NO,NO,12
12/12/13,Gn,1,1,NO,NO,12
12/13/13,Gn,2,1,NO,NO,12
12/14/13,Gn,0,0,NO,NO,12
12/15/13,Gn,1,1,NO,NO,12
12/16/13,Gn,0,1,NO,NO,12
12/17/13,Gn,0,1,NO,NO,12
12/18/13,Gn,1,1,NO,NO,12
12/19/13,Gn,1,1,NO,NO,12
12/20/13,Gn,0,1,NO,NO,12
12/21/13,Gn,2,1,NO,NO,12
12/22/13,Gn,2,1,NO,NO,12
12/23/13,Gn,0,1,NO,NO,12
12/24/13,Gn,0,1,NO,NO,12
12/25/13,Gn,0,1,NO,NO,12
12/26/13,Gn,1,1,NO,NO,12
12/27/13,Gn,0,1,NO,NO,13
12/28/13,Gn,1,1,NO,NO,13
12/29/13,Gn,3,1,NO,NO,13
12/30/13,Gn,2,1,NO,NO,13
12/31/13,Gn,4,1,NO,NO,13
1/1/14,Gn,0,2,NO,NO,13
1/2/14,Gn,2,1,NO,NO,13
1/3/14,Gn,0,1,NO,NO,13
1/4/14,Gn,1,1,NO,NO,13
1/5/14,Gn,1,1,NO,NO,13
1/6/14,Gn,0,1,NO,NO,13
1/7/14,Gn,0,0,NO,NO,13
1/8/14,Gn,0,1,NO,NO,13
1/9/14,Gn,5,1,NO,NO,13
1/10/14,Gn,0,1,NO,NO,13
1/11/14,Gn,0,1,NO,NO,13
1/12/14,Gn,0,0,NO,NO,13
1/13/14,Gn,1,1,NO,NO,13
1/14/14,Gn,0,1,NO,NO,13
1/15/14,Gn,0,1,NO,NO,13
1/16/14,Gn,0,1,NO,NO,13
1/17/14,Gn,0,1,NO,NO,13
1/18/14,Gn,0,1,NO,NO,13
1/19/14,Gn,0,1,NO,NO,13
1/20/14,Gn,0,1,NO,NO,13
1/21/14,Gn,2,1,NO,NO,13
1/22/14,Gn,0,1,NO,NO,13
1/23/14,Gn,0,1,NO,NO,13
1/24/14,Gn,4,1,NO,NO,14
1/25/14,Gn,0,1,NO,NO,14
1/26/14,Gn,0,1,NO,NO,14
1/27/14,Gn,0,1,NO,NO,14
1/28/14,Gn,0,1,NO,NO,14
1/29/14,Gn,1,1,NO,NO,14
1/30/14,Gn,1,1,NO,NO,14
1/31/14,Gn,2,1,NO,NO,14
2/1/14,Gn,0,1,NO,NO,14
2/2/14,Gn,0,1,NO,NO,14
2/3/14,Gn,0,1,NO,NO,14
2/4/14,Gn,1,1,NO,NO,14
2/5/14,Gn,2,2,NO,NO,14
2/6/14,Gn,2,2,NO,NO,14
2/7/14,Gn,0,1,NO,NO,14
2/8/14,Gn,0,0,NO,NO,14
2/9/14,Gn,0,1,NO,NO,14
2/10/14,Gn,0,1,NO,NO,14
2/11/14,Gn,0,1,NO,NO,14
2/12/14,Gn,0,1,NO,NO,14
2/13/14,Gn,0,1,NO,NO,14
2/14/14,Gn,0,1,NO,NO,14
2/15/14,Gn,0,2,NO,NO,14
2/16/14,Gn,0,1,NO,NO,14
2/17/14,Gn,0,1,NO,NO,14
2/18/14,Gn,0,2,NO,NO,14
2/19/14,Gn,0,1,NO,NO,14
2/20/14,Gn,0,1,NO,NO,14
2/21/14,Gn,0,1,NO,NO,14
2/22/14,Gn,0,1,NO,NO,14
2/23/14,Gn,0,1,NO,NO,14
2/24/14,Gn,0,1,NO,NO,14
2/25/14,Gn,0,1,NO,NO,14
2/26/14,Gn,0,1,NO,NO,14
2/27/14,Gn,0,1,NO,NO,14
2/28/14,Gn,0,1,NO,NO,14
3/1/14,Gn,0,1,NO,NO,14
3/2/14,Gn,0,1,NO,NO,14
3/3/14,Gn,0,1,NO,NO,14
3/4/14,Gn,0,1,NO,NO,14
3/5/14,Gn,0,1,NO,NO,14
3/6/14,Gn,0,1,NO,NO,14
3/7/14,Gn,0,1,NO,NO,14
3/8/14,Gn,0,1,NO,NO,14
3/9/14,Gn,1,1,NO,NO,14
3/10/14,Gn,0,1,NO,NO,14
3/11/14,Gn,1,1,NO,NO,14
3/12/14,Gn,1,1,NO,NO,14
3/13/14,Gn,1,1,NO,NO,14
3/14/14,Gn,0,1,NO,NO,14
3/15/14,Gn,0,1,NO,NO,14
3/16/14,Gn,2,1,NO,NO,14
3/17/14,Gn,1,1,NO,NO,14
3/18/14,Gn,1,1,NO,NO,14
3/19/14,Gn,0,1,NO,NO,14
3/20/14,Gn,0,1,NO,NO,14
3/21/14,Gn,0,1,NO,NO,15
3/22/14,Gn,2,1,NO,NO,15
3/23/14,Gn,0,2,NO,NO,15
3/24/14,Gn,0,1,NO,NO,15
3/25/14,Gn,0,1,NO,NO,15
3/26/14,Gn,2,1,NO,NO,15
3/27/14,Gn,0,1,NO,NO,15
3/28/14,Gn,0,1,NO,NO,15
3/29/14,Gn,1,1,NO,NO,15
3/30/14,Gn,1,1,NO,NO,16
3/31/14,Gn,4,1,NO,NO,16
4/1/14,Gn,2,1,NO,NO,16
4/2/14,Gn,3,1,NO,NO,16
4/3/14,Gn,1,1,NO,NO,16
4/4/14,Gn,1,1,NO,NO,16
4/5/14,Gn,1,1,NO,NO,16
4/6/14,Gn,0,2,NO,NO,16
4/7/14,Gn,0,0,NO,NO,16
4/8/14,Gn,0,1,NO,NO,16
4/9/14,Gn,0,1,NO,NO,16
4/10/14,Gn,0,1,NO,NO,16
4/11/14,Gn,2,1,NO,NO,16
4/12/14,Gn,0,1,NO,NO,16
4/13/14,Gn,1,1,NO,NO,16
4/14/14,Gn,0,1,NO,NO,16
4/15/14,Gn,1,1,NO,NO,16
4/16/14,Gn,0,1,NO,NO,16
4/17/14,Gn,0,1,NO,NO,16
4/18/14,Gn,0,1,NO,NO,16
4/19/14,Gn,0,1,NO,NO,16
4/20/14,Gn,0,1,NO,NO,16
4/21/14,Gn,0,1,NO,NO,16
4/22/14,Gn,1,1,NO,NO,16
4/23/14,Gn,0,1,NO,NO,16
4/24/14,Gn,3,1,NO,NO,16
4/25/14,Gn,0,1,NO,YES,16
4/26/14,Gn,0,1,NO,YES,16
4/27/14,Gn,1,1,NO,YES,16
4/28/14,Gn,1,1,NO,YES,16
4/29/14,Gn,1,1,NO,YES,16
4/30/14,Gn,2,1,NO,YES,16
5/1/14,Gn,1,1,NO,YES,17
5/2/14,Gn,0,1,NO,YES,17
5/3/14,Gn,0,1,NO,YES,17
5/4/14,Gn,0,1,NO,YES,17
5/5/14,Gn,2,1,NO,YES,17
5/6/14,Gn,0,2,NO,YES,17
5/7/14,Gn,0,1,NO,YES,17
5/8/14,Gn,0,1,NO,YES,17
5/9/14,Gn,1,1,NO,YES,17
5/10/14,Gn,0,1,NO,YES,17
5/11/14,Gn,0,1,NO,YES,17
5/12/14,Gn,0,1,NO,YES,17
5/13/14,Gn,0,1,NO,YES,17
5/14/14,Gn,0,1,NO,YES,17
5/15/14,Gn,1,1,NO,YES,17
5/16/14,Gn,0,1,NO,YES,17
5/17/14,Gn,0,2,NO,YES,17
5/18/14,Gn,0,1,NO,YES,17
5/19/14,Gn,0,1,NO,YES,17
5/20/14,Gn,0,1,NO,YES,17
5/21/14,Gn,0,1,NO,YES,17
5/22/14,Gn,0,2,NO,YES,17
5/23/14,Gn,0,1,NO,YES,17
5/24/14,Gn,0,1,NO,YES,17
5/25/14,Gn,1,1,NO,YES,17
5/26/14,Gn,0,1,NO,YES,17
5/27/14,Gn,1,1,NO,YES,17
5/28/14,Gn,0,1,NO,YES,17
5/29/14,Gn,0,1,NO,YES,17
5/30/14,Gn,0,1,NO,YES,17
5/31/14,Gn,2,1,NO,YES,17
6/1/14,Gn,0,1,YES,YES,17
6/2/14,Gn,0,1,YES,YES,17
6/3/14,Gn,0,2,YES,YES,17
6/4/14,Gn,1,1,YES,YES,17
6/5/14,Gn,1,1,YES,YES,17
6/6/14,Gn,5,1,YES,YES,17
6/7/14,Gn,4,1,YES,YES,17
6/8/14,Gn,3,1,YES,YES,17
6/9/14,Gn,1,1,YES,YES,17
6/10/14,Gn,1,1,YES,YES,17
6/11/14,Gn,1,1,YES,YES,17
6/12/14,Gn,0,1,YES,YES,17
6/13/14,Gn,0,1,YES,YES,17
6/14/14,Gn,1,2,YES,YES,17
6/15/14,Gn,1,1,YES,YES,17
6/16/14,Gn,1,1,YES,YES,17
6/17/14,Gn,0,1,YES,YES,17
6/18/14,Gn,1,1,YES,YES,17
6/19/14,Gn,0,1,YES,YES,17
6/20/14,Gn,0,1,YES,YES,17
6/21/14,Gn,1,1,YES,YES,17
6/22/14,Gn,2,1,YES,YES,17
6/23/14,Gn,2,1,YES,YES,17
6/24/14,Gn,5,1,YES,YES,17
6/25/14,Gn,1,2,YES,YES,17
6/26/14,Gn,1,1,YES,YES,17
6/27/14,Gn,2,1,YES,YES,17
6/28/14,Gn,2,1,YES,YES,17
6/29/14,Gn,6,1,YES,YES,17
6/30/14,Gn,2,1,YES,YES,17
7/1/14,Gn,0,1,YES,YES,17
7/2/14,Gn,0,1,YES,YES,17
7/3/14,Gn,0,1,YES,YES,17
7/4/14,Gn,1,1,YES,YES,17
7/5/14,Gn,0,2,YES,YES,17
7/6/14,Gn,0,1,YES,YES,17
7/7/14,Gn,0,2,YES,YES,17
7/8/14,Gn,0,1,YES,YES,17
7/9/14,Gn,1,1,YES,YES,17
7/10/14,Gn,3,1,YES,YES,17
7/11/14,Gn,1,1,YES,YES,17
7/12/14,Gn,1,1,YES,YES,17
7/13/14,Gn,0,1,YES,YES,17
7/14/14,Gn,2,2,YES,YES,17
7/15/14,Gn,1,2,YES,YES,17
7/16/14,Gn,4,1,YES,YES,17
7/17/14,Gn,3,1,YES,YES,17
7/18/14,Gn,2,2,YES,YES,17
7/19/14,Gn,3,1,YES,YES,17
7/20/14,Gn,1,2,YES,YES,17
7/21/14,Gn,1,1,YES,YES,17
7/22/14,Gn,1,2,YES,YES,17
7/23/14,Gn,0,2,YES,YES,17
7/24/14,Gn,3,1,YES,YES,17
7/25/14,Gn,4,1,YES,YES,17
7/26/14,Gn,1,2,YES,YES,17
7/27/14,Gn,1,1,YES,YES,17
7/28/14,Gn,0,1,YES,YES,17
7/29/14,Gn,2,1,YES,YES,17
7/30/14,Gn,1,2,YES,YES,17
7/31/14,Gn,2,1,YES,YES,17
8/1/14,Gn,0,1,YES,YES,17
8/2/14,Gn,0,1,YES,YES,17
8/3/14,Gn,1,1,YES,YES,17
8/4/14,Gn,0,1,YES,YES,17
8/5/14,Gn,0,1,YES,YES,17
8/6/14,Gn,0,1,YES,YES,17
8/7/14,Gn,0,1,YES,YES,17
8/8/14,Gn,1,2,YES,YES,17
8/9/14,Gn,1,2,YES,YES,17
8/10/14,Gn,0,2,YES,YES,17
8/11/14,Gn,2,2,YES,YES,17
8/12/14,Gn,0,2,YES,YES,17
8/13/14,Gn,1,1,YES,YES,17
8/14/14,Gn,0,1,YES,YES,17
8/15/14,Gn,0,1,YES,YES,17
8/16/14,Gn,0,1,YES,YES,17
8/17/14,Gn,0,1,YES,YES,17
8/18/14,Gn,0,1,YES,YES,17
8/19/14,Gn,0,1,YES,YES,16
8/20/14,Gn,0,1,YES,YES,16
8/21/14,Gn,0,1,YES,YES,16
8/22/14,Gn,0,1,YES,YES,16
8/23/14,Gn,0,1,YES,YES,16
8/24/14,Gn,1,3,YES,YES,16
8/25/14,Gn,0,2,YES,YES,16
8/26/14,Gn,0,1,YES,YES,16
8/27/14,Gn,0,3,YES,YES,16
8/28/14,Gn,0,1,YES,YES,16
8/29/14,Gn,1,2,YES,YES,16
8/30/14,Gn,0,1,YES,YES,16
8/31/14,Gn,0,1,YES,YES,16
9/1/14,Gn,0,2,YES,YES,16
9/2/14,Gn,1,1,YES,YES,16
9/3/14,Gn,0,1,YES,YES,16
9/4/14,Gn,0,1,YES,YES,16
9/5/14,Gn,0,1,YES,YES,16
9/6/14,Gn,1,1,YES,YES,16
9/7/14,Gn,0,1,YES,YES,16
9/8/14,Gn,0,1,YES,YES,16
9/9/14,Gn,0,1,YES,YES,16
9/10/14,Gn,0,1,YES,YES,16
9/11/14,Gn,0,1,YES,YES,16
9/12/14,Gn,2,2,YES,YES,16
9/13/14,Gn,0,2,YES,YES,16
9/14/14,Gn,3,1,YES,YES,16
9/15/14,Gn,2,1,YES,YES,16
9/16/14,Gn,0,1,YES,YES,16
9/17/14,Gn,0,1,YES,YES,16
9/18/14,Gn,0,1,YES,YES,16
9/19/14,Gn,1,1,YES,YES,16
9/20/14,Gn,0,2,YES,YES,16
9/21/14,Gn,1,1,YES,YES,16
9/22/14,Gn,2,1,YES,YES,16
9/23/14,Gn,3,2,YES,YES,16
9/24/14,Gn,0,1,YES,YES,16
9/25/14,Gn,0,1,YES,YES,16
9/26/14,Gn,1,2,YES,YES,16
9/27/14,Gn,0,2,YES,YES,16
9/28/14,Gn,0,1,YES,YES,16
9/29/14,Gn,1,1,YES,YES,16
9/30/14,Gn,0,1,YES,YES,16
10/1/14,Gn,0,1,YES,YES,16
10/2/14,Gn,1,2,YES,YES,16
10/3/14,Gn,0,1,YES,YES,16
10/4/14,Gn,0,1,YES,YES,16
10/5/14,Gn,0,1,YES,YES,16
10/6/14,Gn,0,1,YES,YES,16
10/7/14,Gn,0,2,YES,YES,16
10/8/14,Gn,2,2,YES,YES,16
10/9/14,Gn,0,1,YES,YES,16
10/10/14,Gn,0,1,YES,YES,16
10/11/14,Gn,0,1,YES,YES,16
10/12/14,Gn,0,1,YES,YES,16
10/13/14,Gn,2,1,YES,YES,16
10/14/14,Gn,1,1,YES,YES,16
10/15/14,Gn,0,1,YES,YES,16
10/16/14,Gn,0,3,NO,YES,16
10/17/14,Gn,0,1,NO,YES,16
10/18/14,Gn,1,1,NO,YES,16
10/19/14,Gn,0,2,NO,YES,16
10/20/14,Gn,0,2,NO,YES,16
10/21/14,Gn,0,3,NO,YES,16
10/22/14,Gn,0,1,NO,YES,16
10/23/14,Gn,2,1,NO,YES,16
10/24/14,Gn,1,1,NO,YES,16
10/25/14,Gn,0,1,NO,YES,16
10/26/14,Gn,0,1,NO,YES,16
10/27/14,Gn,1,1,NO,YES,16
10/28/14,Gn,0,1,NO,YES,16
10/29/14,Gn,2,2,NO,YES,16
10/30/14,Gn,0,1,NO,YES,16
10/31/14,Gn,0,1,NO,YES,16
11/1/14,Gn,0,3,NO,YES,16
11/2/14,Gn,0,1,NO,NO,16
11/3/14,Gn,0,1,NO,NO,17
11/4/14,Gn,0,1,NO,NO,17
11/5/14,Gn,0,2,NO,NO,17
11/6/14,Gn,0,1,NO,NO,17
11/7/14,Gn,1,1,NO,NO,17
11/8/14,Gn,0,1,NO,NO,17
11/9/14,Gn,0,1,NO,NO,17
11/10/14,Gn,0,1,NO,NO,17
11/11/14,Gn,0,1,NO,NO,17
11/12/14,Gn,0,1,NO,NO,17
11/13/14,Gn,0,2,NO,NO,17
11/14/14,Gn,1,1,NO,NO,17
11/15/14,Gn,0,1,NO,NO,17
11/16/14,Gn,0,1,NO,NO,17
11/17/14,Gn,0,1,NO,NO,17
11/18/14,Gn,0,0,NO,NO,17
11/19/14,Gn,0,1,NO,NO,17
11/20/14,Gn,1,2,NO,NO,17
11/21/14,Gn,0,2,NO,NO,17
11/22/14,Gn,0,1,NO,NO,17
11/23/14,Gn,0,1,NO,NO,17
11/24/14,Gn,0,2,NO,NO,17
11/25/14,Gn,0,1,NO,NO,17
11/26/14,Gn,0,1,NO,NO,17
11/27/14,Gn,0,1,NO,NO,17
11/28/14,Gn,0,1,NO,NO,17
11/29/14,Gn,0,2,NO,NO,17
11/30/14,Gn,1,1,NO,NO,17
12/1/14,Gn,0,1,NO,NO,17
12/2/14,Gn,0,1,NO,NO,17
12/3/14,Gn,0,2,NO,NO,17
12/4/14,Gn,0,1,NO,NO,17
12/5/14,Gn,0,1,NO,NO,17
12/6/14,Gn,0,1,NO,NO,17
12/7/14,Gn,0,2,NO,NO,17
12/8/14,Gn,0,2,NO,NO,17
12/9/14,Gn,0,1,NO,NO,17
12/10/14,Gn,0,1,NO,NO,17
12/11/14,Gn,0,1,NO,NO,17
12/12/14,Gn,0,2,NO,NO,17
12/13/14,Gn,0,1,NO,NO,17
12/14/14,Gn,0,0,NO,NO,17
12/15/14,Gn,0,1,NO,NO,17
12/16/14,Gn,0,2,NO,NO,17
12/17/14,Gn,0,1,NO,NO,17
12/18/14,Gn,0,1,NO,NO,17
12/19/14,Gn,0,2,NO,NO,17
12/20/14,Gn,1,1,NO,NO,17
12/21/14,Gn,0,1,NO,NO,17
12/22/14,Gn,0,1,NO,NO,17
12/23/14,Gn,1,1,NO,NO,17
12/24/14,Gn,0,1,NO,NO,17
12/25/14,Gn,1,1,NO,NO,17
12/26/14,Gn,0,1,NO,NO,17
12/27/14,Gn,1,1,NO,NO,17
12/28/14,Gn,0,2,NO,NO,17
12/29/14,Gn,1,1,NO,NO,17
12/30/14,Gn,1,2,NO,NO,17
12/31/14,Gn,0,1,NO,NO,17
1/1/06,Gs,1,1,NO,NO,19
1/2/06,Gs,0,1,NO,NO,19
1/3/06,Gs,2,1,NO,NO,19
1/4/06,Gs,4,1,NO,NO,19
1/5/06,Gs,0,1,NO,NO,19
1/6/06,Gs,0,1,NO,NO,19
1/7/06,Gs,0,1,NO,NO,19
1/8/06,Gs,0,1,NO,NO,19
1/9/06,Gs,0,1,NO,NO,19
